,"('prior_s_i1', 0)","('prior_s_i0', 0)","('prior_l_g2', 0)","('prior_l_g1', 0)","('prior_l_g0', 0)","('prior_i', 0)","('i', 0)","('s', 0)","('prior_g_d1i1', 0)","('prior_g_d1i0', 0)","('prior_g_d0i1', 0)","('prior_g_d0i0', 0)","('prior_d', 0)","('d', 0)","('g', 0)","('l', 0)"
16,0.7556326953178367,0.06988195776682994,0.04314335848130247,0.5843037216313505,0.8859337826317492,0.34806744858030103,0,1,[0.62181081 0.22327842 0.15491077],[0.06651429 0.25799622 0.67548949],[0.85764407 0.11874134 0.02361459],[0.29708851 0.46580085 0.23711064],0.3671323761026195,1,2,0
17,0.758216728192285,0.06782488654109044,0.03199208627201118,0.6085225679358645,0.9080230918263514,0.35455015249348937,0,1,[0.54954666 0.32976403 0.12068931],[0.08310744 0.32576832 0.59112424],[0.82431791 0.14074331 0.03493878],[0.31778466 0.41791636 0.26429898],0.35604520415965973,1,2,0
18,0.7814252438449696,0.05585253104727755,0.03256370691658223,0.628461722456537,0.9078894019775589,0.31671702258633044,0,1,[0.54497488 0.32177239 0.13325274],[0.13806168 0.27007976 0.59185857],[0.86390413 0.1108665  0.02522937],[0.24954656 0.42593165 0.3245218 ],0.40028125933494535,1,2,0
19,0.7469187651137911,0.11660639794381765,0.06751462712025906,0.6344229172434723,0.9000173514781079,0.3332870887686581,0,1,[0.51281956 0.35312423 0.13405621],[0.05036724 0.33223351 0.61739924],[0.91510203 0.06263679 0.02226118],[0.26390621 0.47210957 0.26398423],0.4480502330652276,1,2,0
20,0.7786896353626079,0.049810727745427164,0.018469639426100224,0.6535179897995075,0.9012430939302031,0.2689755151238594,0,1,[0.54698048 0.30650381 0.14651571],[0.09161241 0.32732253 0.58106506],[0.81924166 0.15231959 0.02843874],[0.22108307 0.50472499 0.27419194],0.3878222949651831,1,2,0
21,0.7760773378848966,0.07364095261136093,0.01819180697108685,0.6046265682491175,0.8788174474418675,0.3169122678027271,0,1,[0.47468478 0.29058685 0.23472837],[0.06963475 0.32835929 0.60200597],[0.92096102 0.06475938 0.01427961],[0.314053   0.44256984 0.24337716],0.38240010114728396,1,2,0
22,0.805017531053328,0.06522329740433212,0.01802386367373513,0.5823851070005791,0.9044242599118982,0.34050189324218905,0,1,[0.49073298 0.26026641 0.24900061],[0.06455577 0.35052864 0.58491559],[0.90247569 0.07917019 0.01835412],[0.30285715 0.39253375 0.30460909],0.3904805207445418,1,2,0
23,0.7021014706278075,0.07301424961363033,0.014166925537970053,0.5535704977873284,0.9056940727482199,0.3213125099981384,0,1,[0.49371207 0.40075113 0.1055368 ],[0.0454408  0.34212956 0.61242964],[0.86093334 0.1214291  0.01763756],[0.2383322  0.45800511 0.30366269],0.37259685643250395,1,2,0
24,0.8200960930868745,0.0758457750548969,0.016924302798446554,0.6084339184651633,0.911474681292454,0.3377257382477376,0,1,[0.43492824 0.3773276  0.18774417],[0.09606118 0.30731016 0.59662866],[0.81627845 0.15566546 0.02805609],[0.24897061 0.48775437 0.26327502],0.4006004475006766,1,2,0
25,0.8068505755153541,0.03787118544012136,0.04684900532408136,0.5723695129399887,0.9000536542367849,0.3194733480513279,0,1,[0.56178227 0.23639694 0.20182079],[0.06422185 0.28928441 0.64649374],[0.86965874 0.10038161 0.02995964],[0.27901151 0.49946775 0.22152074],0.3954216058080605,1,2,0
26,0.7902661864511378,0.04778636601446625,0.06700922052001959,0.5543169705380304,0.9274653793639178,0.33854817440780194,0,1,[0.49253754 0.32350094 0.18396152],[0.06024342 0.30042324 0.63933334],[0.8413505  0.12124132 0.03740818],[0.25963484 0.43910376 0.3012614 ],0.3825964690227463,1,2,0
27,0.7571634301887437,0.06979250034147308,0.06623087410601532,0.5597198763880926,0.8905175682203834,0.3001539482126781,0,1,[0.52629935 0.31552466 0.158176  ],[0.08931248 0.32409949 0.58658803],[0.8298018  0.14130915 0.02888905],[0.22575545 0.45810592 0.31613862],0.413930727753854,1,2,0
28,0.7326911488583129,0.06649675300434162,0.04820819324078312,0.6553982879360393,0.9245655303286016,0.326450773164177,0,1,[0.49758515 0.21232077 0.29009407],[0.07366396 0.30022049 0.62611555],[0.80124802 0.15641186 0.04234012],[0.31766922 0.40679305 0.27553773],0.4130125163528172,1,2,0
29,0.752484564396017,0.05185433272329363,0.03245879382176394,0.6706121135615045,0.9212338549981407,0.3493011038152352,0,1,[0.55140888 0.35102074 0.09757038],[0.05735228 0.33824311 0.60440461],[0.87681878 0.09893913 0.02424209],[0.28486305 0.41354423 0.30159272],0.35346085797961374,1,2,0
30,0.7774592231550557,0.06186822192521331,0.032375117014284055,0.5787358563546277,0.9264631204142317,0.3190872491211942,0,1,[0.52063734 0.3016408  0.17772186],[0.08100416 0.32194235 0.59705349],[0.86264312 0.09029419 0.0470627 ],[0.24604166 0.448442   0.30551634],0.38994960056179123,1,2,0
31,0.799293012548958,0.05629623018396418,0.034039522216229565,0.5787184244058301,0.8802790680657341,0.31063303368764866,0,1,[0.4905448  0.33495944 0.17449576],[0.04801962 0.27223449 0.67974589],[0.89772775 0.07682896 0.02544329],[0.2827884  0.43070552 0.28650609],0.41028125162346185,1,2,0
32,0.815565548583493,0.04611323064739522,0.05840904853307107,0.6398414124067507,0.9350069852512736,0.3742520451721025,0,1,[0.59393938 0.2246576  0.18140301],[0.0605869  0.33689006 0.60252304],[0.88171606 0.08658907 0.03169487],[0.20980561 0.4841398  0.30605458],0.4583696743515829,1,2,0
33,0.750630088981694,0.05659523071801762,0.03527930066643477,0.6150336963545099,0.9174992981832532,0.3465393157678069,0,1,[0.39065881 0.32171761 0.28762358],[0.06044118 0.34504544 0.59451338],[0.89676874 0.0890789  0.01415237],[0.31622327 0.45280769 0.23096903],0.44355997961294874,1,2,0
34,0.7328629010069244,0.06497412761593561,0.020904148414111333,0.5714758979281205,0.9122843906039607,0.2637243547580901,0,1,[0.4702227  0.37096469 0.1588126 ],[0.087442   0.27278515 0.63977285],[0.90774313 0.08164661 0.01061025],[0.35135781 0.36875267 0.27988951],0.3972453854220761,1,2,0
35,0.6729762717007804,0.05670327786187371,0.0366693502312653,0.6211037163712657,0.9271051486509226,0.3338813896347949,0,1,[0.53324042 0.32153777 0.14522181],[0.03939301 0.26588446 0.69472253],[0.8179664  0.15178387 0.03024973],[0.20943174 0.54798072 0.24258754],0.40764008865950235,1,2,0
36,0.7805293016016296,0.06787747496143572,0.045767884892246674,0.5862846661010171,0.8897349437338142,0.3101344112701822,0,1,[0.63092062 0.24137045 0.12770893],[0.07672764 0.25609094 0.66718142],[0.84131049 0.11865075 0.04003875],[0.28312614 0.46662592 0.25024794],0.42696197013199955,1,2,0
37,0.739421612511586,0.059952362469352566,0.046570679472975385,0.6250419991953936,0.8604699029100872,0.3319247650088391,0,1,[0.42545956 0.35938387 0.21515657],[0.08056593 0.37285905 0.54657502],[0.89933489 0.05910214 0.04156297],[0.25680511 0.48757194 0.25562295],0.43238977386616134,1,2,0
38,0.7250664245474031,0.055734392449890376,0.051156598318526654,0.6446066106849965,0.9154127492262575,0.31725536310817215,0,1,[0.56564009 0.29298267 0.14137725],[0.06219985 0.31140896 0.62639119],[0.87369002 0.10404097 0.02226901],[0.25191426 0.40411095 0.34397479],0.354057476015377,1,2,0
39,0.7452357711457442,0.07277990874768082,0.02316199879693304,0.6147293730527117,0.8618100511773176,0.329467940812819,0,1,[0.49099693 0.3247236  0.18427946],[0.06917754 0.3475076  0.58331486],[0.84878086 0.0731401  0.07807904],[0.26173097 0.49875264 0.23951639],0.38960816592631625,1,2,0
40,0.8038516673892011,0.04690067617337492,0.03220116106501463,0.6179618773618045,0.9505713664484113,0.32755677507068115,0,1,[0.53431758 0.27981935 0.18586307],[0.04569961 0.34577017 0.60853022],[0.89584426 0.07715074 0.027005  ],[0.25184493 0.44796046 0.30019461],0.39527725986871626,1,2,0
41,0.7044446376350239,0.07963492808632947,0.05328017859975969,0.5820861621441672,0.9279922279788899,0.31482946062956746,0,1,[0.55838681 0.25857109 0.1830421 ],[0.06866727 0.32385614 0.60747659],[0.87143593 0.07506127 0.0535028 ],[0.29319773 0.45656511 0.25023717],0.3909611400718902,1,2,0
42,0.8191938509080362,0.07659425927589067,0.05688578840898153,0.586782222366847,0.9300872008907588,0.30940373079491584,0,1,[0.47762945 0.36608043 0.15629012],[0.06706621 0.32000188 0.61293191],[0.85891697 0.12226624 0.01881679],[0.2501863  0.45109784 0.29871586],0.38838651529810697,1,2,0
43,0.7674403435861539,0.06362203965925084,0.030096082269617654,0.6283822420847066,0.8647593596298115,0.3241765279703269,0,1,[0.58517972 0.219028   0.19579228],[0.07100488 0.24865528 0.68033985],[0.80022566 0.16928128 0.03049306],[0.23338557 0.46399058 0.30262385],0.41859650658032294,1,2,0
44,0.7996030016677073,0.06466340010238714,0.0193329680365921,0.5542692834684441,0.8966638948148159,0.31726934210601326,0,1,[0.58722384 0.2160903  0.19668586],[0.04129625 0.27782045 0.68088329],[0.86310006 0.12954583 0.00735411],[0.2761765  0.51310376 0.21071974],0.4054939808479609,1,2,0
45,0.7135165582062567,0.062347829789086026,0.039377940599638575,0.6321966585005858,0.8775457767789332,0.30121164204270695,0,1,[0.52232865 0.29113999 0.18653136],[0.07915194 0.2876255  0.63322257],[0.89350904 0.08472077 0.02177019],[0.26336135 0.48575241 0.25088624],0.42481722461963106,1,2,0
46,0.8309921699540549,0.06212190765606346,0.014328468592889254,0.6228345603794027,0.9124765421525095,0.2887749353434221,0,1,[0.59723044 0.28498832 0.11778124],[0.0546363  0.31110026 0.63426344],[0.86026243 0.10331619 0.03642137],[0.29197381 0.39115622 0.31686997],0.389796801110343,1,2,0
47,0.760722445758582,0.05898765141488857,0.03114303439399721,0.6466216502665162,0.9094121434348837,0.2818612727633288,0,1,[0.4433771 0.3716921 0.1849308],[0.09569599 0.23457253 0.66973148],[0.82273514 0.13058534 0.04667952],[0.25537236 0.46085975 0.2837679 ],0.3803865114691152,1,2,0
48,0.7334728824323792,0.09969645791433542,0.03537177758561984,0.5911263158138788,0.8758802715674028,0.3038804451715267,0,1,[0.60269842 0.28659084 0.11071073],[0.04273096 0.28232558 0.67494346],[0.89998196 0.07123859 0.02877945],[0.24695174 0.4908725  0.26217576],0.4056396787841937,1,2,0
49,0.7163945682241,0.049629078472366035,0.04800354346750931,0.6003871254762179,0.8985381501577758,0.33805597825445,0,1,[0.5265594  0.26694404 0.20649655],[0.11041385 0.27818345 0.6114027 ],[0.88335239 0.08396366 0.03268396],[0.24424493 0.43354034 0.32221473],0.4322128014460249,1,2,0
50,0.8500388375014902,0.0801109883365233,0.017941092620859782,0.5458374766764513,0.9165280444640466,0.33934731489619,0,1,[0.55732174 0.2838474  0.15883086],[0.05732143 0.29982236 0.6428562 ],[0.88845525 0.09532202 0.01622273],[0.27535443 0.50549644 0.21914913],0.42025929656238614,1,2,0
51,0.7947580295053058,0.08333564299051735,0.04781310969503521,0.5930198663537063,0.9244549537639287,0.2962653699101965,0,1,[0.50352963 0.31294403 0.18352635],[0.05532971 0.27195759 0.6727127 ],[0.82353626 0.13619182 0.04027192],[0.2679153  0.45539084 0.27669386],0.40291666450725183,1,2,0
52,0.8047464877552687,0.08158289095076389,0.022625637922549718,0.6164522212184937,0.9048247328297738,0.3284749384381806,0,1,[0.59399251 0.28101598 0.12499151],[0.06012512 0.36591398 0.57396089],[0.82578107 0.12579167 0.04842726],[0.2935118  0.41765202 0.28883618],0.43094721166678307,1,2,0
53,0.7544230322593375,0.05724447264138317,0.055578989040874646,0.6508246417233424,0.8849129798974903,0.33532687631709246,0,1,[0.48145539 0.36027812 0.15826649],[0.03172641 0.25619796 0.71207563],[0.82329339 0.16009641 0.0166102 ],[0.31669549 0.46372295 0.21958156],0.43457057978979674,1,2,0
54,0.7517774977450021,0.05735854058060982,0.0351110443753389,0.6786672548135072,0.9096191280913852,0.33938982803225975,0,1,[0.51193349 0.34656874 0.14149776],[0.09788938 0.30461024 0.59750038],[0.73524748 0.19290227 0.07185025],[0.29645797 0.44083132 0.2627107 ],0.41428368455018255,1,2,0
55,0.7766228462908698,0.04996627047758111,0.04515102014713891,0.7212999897806348,0.8993572036401097,0.33296730160614707,0,1,[0.57655584 0.25472932 0.16871485],[0.09515071 0.26855452 0.63629476],[0.88992966 0.07798636 0.03208397],[0.26675599 0.47928318 0.25396083],0.43950177314233874,1,2,0
56,0.816407761389933,0.07996716991529938,0.059382017880705164,0.5416370427448999,0.9194474165991436,0.32275139854924434,0,1,[0.57345773 0.27051782 0.15602446],[0.07077093 0.32926531 0.59996375],[0.87288966 0.0650631  0.06204725],[0.24342488 0.42583765 0.33073747],0.4192628977463397,1,2,0
57,0.7975321174960623,0.09370606245632161,0.03005237842470166,0.5724739666290228,0.8816228716537222,0.33462810592344777,0,1,[0.41093835 0.30147597 0.28758568],[0.07708171 0.27831244 0.64460585],[0.86720198 0.10522771 0.02757031],[0.28165458 0.48419903 0.23414639],0.3896093557378758,1,2,0
58,0.7257098150316923,0.09025504882275984,0.025257765930748924,0.6270698381273917,0.9018501425079737,0.32604938830695257,0,1,[0.44860809 0.31724092 0.234151  ],[0.09937664 0.29834448 0.60227887],[0.84823598 0.09311836 0.05864566],[0.28726957 0.49154306 0.22118737],0.39728072728984537,1,2,0
59,0.7304171747447263,0.05763604402714778,0.0356959211450054,0.6251429420035163,0.8851856770499611,0.30119543459881476,0,1,[0.48450343 0.34583344 0.16966313],[0.03373839 0.3584543  0.60780731],[0.86145284 0.11157145 0.02697571],[0.23131834 0.47627478 0.29240689],0.3889223770227177,1,2,0
60,0.7735177458687544,0.0748994047273937,0.03508316557024721,0.6425320949721798,0.9223851306551946,0.28289104970360834,0,1,[0.42571742 0.32221603 0.25206656],[0.06992046 0.24223328 0.68784626],[0.86182767 0.10822613 0.0299462 ],[0.26708006 0.49808588 0.23483407],0.43778529523204934,1,2,0
61,0.7578825451017465,0.053467337322143246,0.04129701500019292,0.6184975521937945,0.8835781848205349,0.3263261913622834,0,1,[0.57722654 0.24467567 0.17809779],[0.0547839  0.26312186 0.68209424],[0.82879229 0.1177806  0.05342711],[0.3235073 0.4531962 0.2232965],0.41841815460945775,1,2,0
62,0.7837725731589894,0.07418673920311995,0.021482981975371646,0.5557502333075863,0.8956493669628902,0.3184372781095714,0,1,[0.43980363 0.43246479 0.12773158],[0.07568755 0.24073981 0.68357264],[0.86911006 0.10218795 0.02870199],[0.21016378 0.46103958 0.32879664],0.4178339457820251,1,2,0
63,0.7864442268403776,0.0669437365578011,0.023232395545983726,0.6090008882880479,0.8841276150359204,0.3204212950635192,0,1,[0.36104922 0.40324862 0.23570215],[0.04723558 0.29076152 0.66200289],[0.8553291  0.11096973 0.03370117],[0.2758633  0.44565829 0.27847841],0.3974580638255193,1,2,0
64,0.814099375741331,0.06311330800719239,0.05400830042654653,0.5929648671015486,0.8965452176918071,0.35621863275260823,0,1,[0.45151346 0.3231242  0.22536234],[0.05839052 0.25803569 0.68357379],[0.83701088 0.12256262 0.0404265 ],[0.24636006 0.46005177 0.29358817],0.39825169325914356,1,2,0
65,0.716762343533751,0.06108862551350196,0.05301305630805512,0.5977816150077939,0.9216193051873742,0.3350593356344456,0,1,[0.43134254 0.41792355 0.15073391],[0.08577268 0.30257217 0.61165515],[0.9150069  0.06520214 0.01979096],[0.30098523 0.42849155 0.27052322],0.3627539345673632,1,2,0
66,0.7939605837174892,0.05503748270941928,0.03943782996844899,0.646134777049137,0.9449571303964444,0.3197398506459681,0,1,[0.48070702 0.36816424 0.15112874],[0.08029185 0.33985495 0.57985321],[0.82547858 0.11978967 0.05473175],[0.29311362 0.4479938  0.25889258],0.4045958145243584,1,2,0
67,0.7628769824228884,0.058574557929603976,0.02198881716938996,0.6159712747032562,0.9139275397099816,0.33946410442458586,0,1,[0.57198976 0.27640489 0.15160535],[0.07880494 0.28308321 0.63811185],[0.86395717 0.12649475 0.00954808],[0.25208361 0.4950724  0.25284399],0.4242084314746523,1,2,0
68,0.8232578581221877,0.09282443758703637,0.04046865093603603,0.6083789521119718,0.9450383785548596,0.3466541992629127,0,1,[0.48562064 0.32171642 0.19266294],[0.08478507 0.30343034 0.61178459],[0.84075624 0.10346148 0.05578228],[0.27524101 0.43601717 0.28874183],0.46405980390751894,1,2,0
69,0.8187210557413211,0.051021826154709175,0.024963097255907573,0.6246331123557123,0.8676969078838599,0.3304228976296664,0,1,[0.44676685 0.32730528 0.22592787],[0.05367056 0.2820059  0.66432354],[0.89674369 0.09054739 0.01270892],[0.28879042 0.40341388 0.30779569],0.41212802884830513,1,2,0
70,0.7633910498026906,0.06159753060066994,0.04277240113441838,0.624753109771733,0.9194527313653077,0.3066945637348902,0,1,[0.45568124 0.35249291 0.19182586],[0.08997309 0.2995114  0.61051551],[0.8785831 0.1097733 0.0116436],[0.24823862 0.48119965 0.27056173],0.41343415652857995,1,2,0
71,0.7822881625558834,0.09787165959729989,0.03359436298995102,0.6207726659679884,0.9242671501188607,0.2821331684511459,0,1,[0.5882581  0.24925319 0.16248871],[0.0912765  0.24790788 0.66081563],[0.83400097 0.13365624 0.03234279],[0.22814374 0.40190696 0.3699493 ],0.3846738827521989,1,2,0
72,0.7814834786244929,0.08305646434696556,0.05203689280707599,0.5644127308934106,0.896528309932502,0.3011900680061028,0,1,[0.45901524 0.34572499 0.19525977],[0.04844375 0.31817513 0.63338112],[0.85615638 0.10544494 0.03839869],[0.26729031 0.44328789 0.2894218 ],0.40838119106077564,1,2,0
73,0.7815106463548492,0.08223416352076857,0.02381683811355333,0.5977641016178039,0.8967691868815838,0.2882776181743676,0,1,[0.53032399 0.31682748 0.15284853],[0.10397146 0.37182589 0.52420265],[0.81633539 0.15836812 0.02529649],[0.23521864 0.45877637 0.30600499],0.3828050988336346,1,2,0
74,0.7556612696718212,0.04680840560960213,0.030985265728961802,0.6424078310208828,0.9316776551390874,0.3201905121679216,0,1,[0.45321653 0.36910291 0.17768056],[0.08034654 0.35239717 0.56725629],[0.84006332 0.13925585 0.02068083],[0.27046994 0.47552267 0.25400738],0.4225996989220786,1,2,0
75,0.8016779452055934,0.060889626585355135,0.06412394818728283,0.5547545023466912,0.908867707672939,0.30575678547209373,0,1,[0.45985879 0.34239344 0.19774777],[0.07693051 0.30032338 0.62274611],[0.85606486 0.12309688 0.02083827],[0.26258548 0.45320761 0.2842069 ],0.42305109347987774,1,2,0
76,0.7453238842364608,0.0636792547417539,0.02681724652503109,0.6421790986453099,0.8991173117755005,0.3127374465295259,0,1,[0.50126165 0.37155305 0.12718531],[0.10290238 0.38234787 0.51474974],[0.82436099 0.12159063 0.05404838],[0.31089567 0.41410264 0.27500168],0.4286030349965285,1,2,0
77,0.8102440419939239,0.11257901446952655,0.0700789015278734,0.5813651835235664,0.9025318234883025,0.35183439392273286,0,1,[0.54933061 0.34726195 0.10340744],[0.06032806 0.27121074 0.6684612 ],[0.86189787 0.11412235 0.02397978],[0.25337175 0.45333664 0.29329161],0.3811153259775109,1,2,0
78,0.787185893284866,0.060080568085372085,0.05077744814782803,0.6494002745729842,0.9105871097744399,0.2939714293138484,0,1,[0.42469944 0.35019302 0.22510754],[0.12326816 0.29308846 0.58364338],[0.868651   0.07209769 0.05925131],[0.29900125 0.3849943  0.31600444],0.3943753157957712,1,2,0
79,0.7780740490350289,0.05795069623421125,0.05961875468967967,0.532145653306886,0.9221039393355419,0.3375792665077899,0,1,[0.55049122 0.30896795 0.14054083],[0.0553608  0.31455772 0.63008148],[0.77181733 0.19588692 0.03229574],[0.2702916  0.47123888 0.25846952],0.38353896440358115,1,2,0
80,0.7542774358819788,0.06364227173090725,0.05065243806169721,0.6018772009640413,0.9311846021677501,0.31141257654324656,0,1,[0.50653792 0.30005343 0.19340865],[0.09159443 0.25149649 0.65690908],[0.8483741  0.10449812 0.04712778],[0.29901775 0.38239741 0.31858484],0.43212540599416593,1,2,0
81,0.7529091637730895,0.06494243337356422,0.015259042157760111,0.6596881271766906,0.8948659397131136,0.32045331152808393,0,1,[0.56313041 0.36447153 0.07239805],[0.07412164 0.24782254 0.67805582],[0.89453409 0.09228811 0.0131778 ],[0.31760458 0.38999756 0.29239786],0.4313029740128412,1,2,0
82,0.7554607158119881,0.11575682600522516,0.057365719462382364,0.5916752185137982,0.8933466972206362,0.3147758265100488,0,1,[0.54908748 0.27961352 0.171299  ],[0.08950784 0.28941047 0.62108169],[0.81731226 0.16903314 0.0136546 ],[0.243054   0.44766009 0.30928592],0.38998104886046087,1,2,0
83,0.7252064091312123,0.07017218606030405,0.04768432996561365,0.5551455810425543,0.8890474576814362,0.32627692938825226,0,1,[0.4245388  0.31621663 0.25924457],[0.08326379 0.32325255 0.59348367],[0.84954194 0.11303952 0.03741854],[0.2924929  0.45443995 0.25306715],0.39544759706005306,1,2,0
84,0.7914203912388689,0.062327548094353404,0.040409005720395255,0.6542832383995117,0.8983512219782275,0.3164077543111347,0,1,[0.455163   0.38133119 0.16350581],[0.05024931 0.31304854 0.63670215],[0.83954214 0.12054131 0.03991655],[0.34876181 0.43929069 0.2119475 ],0.41593694341464643,1,2,0
85,0.7820026011036759,0.09808911265663428,0.054253830197721536,0.5913433011242168,0.9277140600223833,0.3384141118807683,0,1,[0.41168873 0.40271368 0.18559759],[0.02496178 0.34348143 0.63155679],[0.79972237 0.15595235 0.04432528],[0.22471243 0.50382006 0.27146751],0.42761778945860973,1,2,0
86,0.7407414419225445,0.0630577266167013,0.05361384903256602,0.534724904470881,0.9375561037093031,0.2999621447960965,0,1,[0.44657427 0.25728309 0.29614263],[0.08896655 0.31672911 0.59430434],[0.87057729 0.10474416 0.02467855],[0.2222339  0.47451762 0.30324848],0.4269468007053976,1,2,0
87,0.7858133138877822,0.06944583420164903,0.011554743162225782,0.6004170158453562,0.9029840257262794,0.3258426710172455,0,1,[0.55249458 0.30892611 0.13857931],[0.08884616 0.33533467 0.57581917],[0.86491167 0.10836404 0.02672429],[0.2503929  0.46348463 0.28612248],0.4141518863481589,1,2,0
88,0.7767993249549157,0.07960905301350273,0.029948873148919912,0.6466185387315445,0.9185324311518948,0.34025657892257843,0,1,[0.52962338 0.33020559 0.14017103],[0.05763481 0.26809769 0.6742675 ],[0.8882367 0.1049227 0.0068406],[0.24441012 0.44913553 0.30645435],0.4149823418260972,1,2,0
89,0.7509241555127668,0.05900379975504227,0.03303911824481086,0.5689738437921065,0.8926932912530654,0.3073731553479601,0,1,[0.55029275 0.28737726 0.16232999],[0.0454958  0.29783645 0.65666775],[0.83784757 0.08453254 0.0776199 ],[0.2918194  0.40169551 0.30648509],0.3752988859706126,1,2,0
