experiment_id,data_name,lion,tiger,leopard
"exp_2022_10_04_09","nirs_data_ping_pong_competetive_1","ok","ok","ok"
"exp_2022_10_04_09","nirs_data_ping_pong_cooperative_0","ok","ok","ok"
"exp_2022_10_04_09","nirs_data_hands_on_training","ok","ok","ok"
"exp_2022_10_04_09","nirs_data_saturn_a","ok","ok","ok"
"exp_2022_10_04_09","nirs_data_saturn_b","misson_start_time_not_found","misson_start_time_not_found","misson_start_time_not_found"
"exp_2022_10_04_09","pupil_data_rest_state","ok","ok","ok"
"exp_2022_10_04_09","pupil_data_finger_tapping","ok","ok","ok"
"exp_2022_10_04_09","pupil_data_affective_task_individual","ok","ok","ok"
"exp_2022_10_04_09","pupil_data_affective_task_team","ok","ok","ok"
"exp_2022_10_04_09","pupil_data_ping_pong_competetive_0","ok","ok","ok"
"exp_2022_10_04_09","pupil_data_ping_pong_competetive_1","ok","ok","ok"
"exp_2022_10_04_09","pupil_data_ping_pong_cooperative_0","ok","ok","ok"
"exp_2022_10_04_09","pupil_data_hands_on_training","ok","ok","ok"
"exp_2022_10_04_09","pupil_data_saturn_a","ok","ok","ok"
"exp_2022_10_04_09","pupil_data_saturn_b","misson_start_time_not_found","misson_start_time_not_found","misson_start_time_not_found"

"exp_2022_10_07_15","subject_id","00032","00033","00034"
"exp_2022_10_07_15","mask_status","mask_on","mask_on","mask_on"
"exp_2022_10_07_15","eeg_data_rest_state","ok","ok","ok"
"exp_2022_10_07_15","eeg_data_finger_tapping","ok","ok","ok"
"exp_2022_10_07_15","eeg_data_affective_task_individual","ok","ok","ok"
"exp_2022_10_07_15","eeg_data_affective_task_team","ok","ok","ok"
"exp_2022_10_07_15","eeg_data_ping_pong_competetive_0","ok","ok","ok"
"exp_2022_10_07_15","eeg_data_ping_pong_competetive_1","ok","ok","ok"
"exp_2022_10_07_15","eeg_data_ping_pong_cooperative_0","ok","ok","ok"
"exp_2022_10_07_15","eeg_data_hands_on_training","ok","ok","ok"
"exp_2022_10_07_15","eeg_data_saturn_a","ok","ok","ok"
"exp_2022_10_07_15","eeg_data_saturn_b","ok","ok","ok"
"exp_2022_10_07_15","nirs_data_rest_state","ok","ok","ok"
"exp_2022_10_07_15","nirs_data_finger_tapping","ok","ok","ok"
"exp_2022_10_07_15","nirs_data_affective_task_individual","ok","ok","ok"
"exp_2022_10_07_15","nirs_data_affective_task_team","ok","ok","ok"
"exp_2022_10_07_15","nirs_data_ping_pong_competetive_0","ok","ok","ok"
"exp_2022_10_07_15","nirs_data_ping_pong_competetive_1","ok","ok","ok"
"exp_2022_10_07_15","nirs_data_ping_pong_cooperative_0","ok","ok","ok"
"exp_2022_10_07_15","nirs_data_hands_on_training","ok","ok","ok"
"exp_2022_10_07_15","nirs_data_saturn_a","ok","ok","ok"
"exp_2022_10_07_15","nirs_data_saturn_b","ok","ok","ok"
"exp_2022_10_07_15","pupil_data_rest_state","ok","ok","ok"
"exp_2022_10_07_15","pupil_data_finger_tapping","ok","ok","ok"
"exp_2022_10_07_15","pupil_data_affective_task_individual","ok","ok","ok"
"exp_2022_10_07_15","pupil_data_affective_task_team","ok","ok","ok"
"exp_2022_10_07_15","pupil_data_ping_pong_competetive_0","ok","ok","ok"
"exp_2022_10_07_15","pupil_data_ping_pong_competetive_1","ok","ok","ok"
"exp_2022_10_07_15","pupil_data_ping_pong_cooperative_0","ok","ok","ok"
"exp_2022_10_07_15","pupil_data_hands_on_training","ok","ok","ok"
"exp_2022_10_07_15","pupil_data_saturn_a","ok","ok","ok"
"exp_2022_10_07_15","pupil_data_saturn_b","ok","ok","ok"

"exp_2022_10_14_10","subject_id","00039","00041","00044"
"exp_2022_10_14_10","mask_status","mask_on","mask_on","mask_on"
"exp_2022_10_14_10","eeg_data_rest_state","ok","ok","ok"
"exp_2022_10_14_10","eeg_data_finger_tapping","ok","ok","ok"
"exp_2022_10_14_10","eeg_data_affective_task_individual","ok","ok","ok"
"exp_2022_10_14_10","eeg_data_affective_task_team","ok","ok","ok"
"exp_2022_10_14_10","eeg_data_ping_pong_competetive_0","ok","ok","ok"
"exp_2022_10_14_10","eeg_data_ping_pong_competetive_1","ok","ok","ok"
"exp_2022_10_14_10","eeg_data_ping_pong_cooperative_0","ok","ok","ok"
"exp_2022_10_14_10","eeg_data_hands_on_training","ok","ok","ok"
"exp_2022_10_14_10","eeg_data_saturn_a","ok","ok","ok"
"exp_2022_10_14_10","eeg_data_saturn_b","ok","ok","ok"
"exp_2022_10_14_10","nirs_data_rest_state","ok","ok","ok"
"exp_2022_10_14_10","nirs_data_finger_tapping","ok","ok","ok"
"exp_2022_10_14_10","nirs_data_affective_task_individual","ok","ok","ok"
"exp_2022_10_14_10","nirs_data_affective_task_team","ok","ok","ok"
"exp_2022_10_14_10","nirs_data_ping_pong_competetive_0","ok","ok","ok"
"exp_2022_10_14_10","nirs_data_ping_pong_competetive_1","ok","ok","ok"
"exp_2022_10_14_10","nirs_data_ping_pong_cooperative_0","ok","ok","ok"
"exp_2022_10_14_10","nirs_data_hands_on_training","ok","ok","ok"
"exp_2022_10_14_10","nirs_data_saturn_a","ok","ok","ok"
"exp_2022_10_14_10","nirs_data_saturn_b","ok","ok","ok"
"exp_2022_10_14_10","pupil_data_rest_state","ok","ok","ok"
"exp_2022_10_14_10","pupil_data_finger_tapping","ok","ok","ok"
"exp_2022_10_14_10","pupil_data_affective_task_individual","ok","ok","ok"
"exp_2022_10_14_10","pupil_data_affective_task_team","ok","ok","ok"
"exp_2022_10_14_10","pupil_data_ping_pong_competetive_0","ok","ok","ok"
"exp_2022_10_14_10","pupil_data_ping_pong_competetive_1","ok","ok","ok"
"exp_2022_10_14_10","pupil_data_ping_pong_cooperative_0","ok","ok","ok"
"exp_2022_10_14_10","pupil_data_hands_on_training","ok","ok","ok"
"exp_2022_10_14_10","pupil_data_saturn_a","ok","ok","ok"
"exp_2022_10_14_10","pupil_data_saturn_b","ok","ok","ok"

"exp_2022_10_18_10","subject_id","00029","00046","00047"
"exp_2022_10_18_10","mask_status","mask_on","mask_on","mask_on"
"exp_2022_10_18_10","eeg_data_rest_state","ok","ok","ok"
"exp_2022_10_18_10","eeg_data_finger_tapping","ok","ok","ok"
"exp_2022_10_18_10","eeg_data_affective_task_individual","ok","ok","ok"
"exp_2022_10_18_10","eeg_data_affective_task_team","ok","ok","ok"
"exp_2022_10_18_10","eeg_data_ping_pong_competetive_0","ok","ok","ok"
"exp_2022_10_18_10","eeg_data_ping_pong_competetive_1","ok","ok","ok"
"exp_2022_10_18_10","eeg_data_ping_pong_cooperative_0","ok","ok","ok"
"exp_2022_10_18_10","eeg_data_hands_on_training","ok","ok","ok"
"exp_2022_10_18_10","eeg_data_saturn_a","ok","ok","ok"
"exp_2022_10_18_10","eeg_data_saturn_b","ok","ok","ok"
"exp_2022_10_18_10","nirs_data_rest_state","ok","ok","ok"
"exp_2022_10_18_10","nirs_data_finger_tapping","ok","ok","ok"
"exp_2022_10_18_10","nirs_data_affective_task_individual","ok","ok","ok"
"exp_2022_10_18_10","nirs_data_affective_task_team","ok","ok","ok"
"exp_2022_10_18_10","nirs_data_ping_pong_competetive_0","ok","ok","ok"
"exp_2022_10_18_10","nirs_data_ping_pong_competetive_1","ok","ok","ok"
"exp_2022_10_18_10","nirs_data_ping_pong_cooperative_0","ok","ok","ok"
"exp_2022_10_18_10","nirs_data_hands_on_training","ok","ok","ok"
"exp_2022_10_18_10","nirs_data_saturn_a","ok","ok","ok"
"exp_2022_10_18_10","nirs_data_saturn_b","ok","ok","ok"
"exp_2022_10_18_10","pupil_data_rest_state","ok","ok","ok"
"exp_2022_10_18_10","pupil_data_finger_tapping","ok","ok","ok"
"exp_2022_10_18_10","pupil_data_affective_task_individual","ok","ok","ok"
"exp_2022_10_18_10","pupil_data_affective_task_team","ok","ok","ok"
"exp_2022_10_18_10","pupil_data_ping_pong_competetive_0","ok","ok","ok"
"exp_2022_10_18_10","pupil_data_ping_pong_competetive_1","ok","ok","ok"
"exp_2022_10_18_10","pupil_data_ping_pong_cooperative_0","ok","ok","ok"
"exp_2022_10_18_10","pupil_data_hands_on_training","ok","ok","ok"
"exp_2022_10_18_10","pupil_data_saturn_a","ok","ok","ok"
"exp_2022_10_18_10","pupil_data_saturn_b","ok","ok","ok"

"exp_2022_10_21_15","subject_id","00043","00045","00049"
"exp_2022_10_21_15","mask_status","mask_on","mask_on","mask_on"
"exp_2022_10_21_15","eeg_data_rest_state","ok","ok","ok"
"exp_2022_10_21_15","eeg_data_finger_tapping","ok","ok","ok"
"exp_2022_10_21_15","eeg_data_affective_task_individual","ok","ok","ok"
"exp_2022_10_21_15","eeg_data_affective_task_team","ok","ok","ok"
"exp_2022_10_21_15","eeg_data_ping_pong_competetive_0","ok","ok","ok"
"exp_2022_10_21_15","eeg_data_ping_pong_competetive_1","ok","ok","ok"
"exp_2022_10_21_15","eeg_data_ping_pong_cooperative_0","ok","ok","ok"
"exp_2022_10_21_15","eeg_data_hands_on_training","ok","ok","ok"
"exp_2022_10_21_15","eeg_data_saturn_a","ok","ok","ok"
"exp_2022_10_21_15","eeg_data_saturn_b","ok","ok","ok"
"exp_2022_10_21_15","nirs_data_rest_state","ok","ok","ok"
"exp_2022_10_21_15","nirs_data_finger_tapping","ok","ok","ok"
"exp_2022_10_21_15","nirs_data_affective_task_individual","ok","ok","ok"
"exp_2022_10_21_15","nirs_data_affective_task_team","ok","ok","ok"
"exp_2022_10_21_15","nirs_data_ping_pong_competetive_0","ok","ok","ok"
"exp_2022_10_21_15","nirs_data_ping_pong_competetive_1","ok","ok","ok"
"exp_2022_10_21_15","nirs_data_ping_pong_cooperative_0","ok","ok","ok"
"exp_2022_10_21_15","nirs_data_hands_on_training","ok","ok","ok"
"exp_2022_10_21_15","nirs_data_saturn_a","ok","ok","ok"
"exp_2022_10_21_15","nirs_data_saturn_b","ok","ok","ok"
"exp_2022_10_21_15","pupil_data_rest_state","ok","ok","ok"
"exp_2022_10_21_15","pupil_data_finger_tapping","ok","ok","ok"
"exp_2022_10_21_15","pupil_data_affective_task_individual","ok","ok","ok"
"exp_2022_10_21_15","pupil_data_affective_task_team","ok","ok","ok"
"exp_2022_10_21_15","pupil_data_ping_pong_competetive_0","ok","ok","ok"
"exp_2022_10_21_15","pupil_data_ping_pong_competetive_1","ok","ok","ok"
"exp_2022_10_21_15","pupil_data_ping_pong_cooperative_0","ok","ok","ok"
"exp_2022_10_21_15","pupil_data_hands_on_training","ok","ok","ok"
"exp_2022_10_21_15","pupil_data_saturn_a","ok","ok","ok"
"exp_2022_10_21_15","pupil_data_saturn_b","ok","ok","ok"

"exp_2022_10_24_12","subject_id","00023","99905","00051"
"exp_2022_10_24_12","mask_status","mask_on","mask_on","mask_on"
"exp_2022_10_24_12","eeg_data_rest_state","ok","experimenter_no_cap_on","ok"
"exp_2022_10_24_12","eeg_data_finger_tapping","ok","experimenter_no_cap_on","ok"
"exp_2022_10_24_12","eeg_data_affective_task_individual","ok","experimenter_no_cap_on","ok"
"exp_2022_10_24_12","eeg_data_affective_task_team","ok","experimenter_no_cap_on","ok"
"exp_2022_10_24_12","eeg_data_ping_pong_competetive_0","ok","experimenter_no_cap_on","ok"
"exp_2022_10_24_12","eeg_data_ping_pong_competetive_1","ok","experimenter_no_cap_on","ok"
"exp_2022_10_24_12","eeg_data_ping_pong_cooperative_0","ok","experimenter_no_cap_on","ok"
"exp_2022_10_24_12","eeg_data_hands_on_training","ok","experimenter_no_cap_on","ok"
"exp_2022_10_24_12","eeg_data_saturn_a","ok","experimenter_no_cap_on","ok"
"exp_2022_10_24_12","eeg_data_saturn_b","misson_start_time_not_found","misson_start_time_not_found","misson_start_time_not_found"
"exp_2022_10_24_12","nirs_data_rest_state","ok","experimenter_no_cap_on","ok"
"exp_2022_10_24_12","nirs_data_finger_tapping","ok","experimenter_no_cap_on","ok"
"exp_2022_10_24_12","nirs_data_affective_task_individual","ok","experimenter_no_cap_on","ok"
"exp_2022_10_24_12","nirs_data_affective_task_team","ok","experimenter_no_cap_on","ok"
"exp_2022_10_24_12","nirs_data_ping_pong_competetive_0","ok","experimenter_no_cap_on","ok"
"exp_2022_10_24_12","nirs_data_ping_pong_competetive_1","ok","experimenter_no_cap_on","ok"
"exp_2022_10_24_12","nirs_data_ping_pong_cooperative_0","ok","experimenter_no_cap_on","ok"
"exp_2022_10_24_12","nirs_data_hands_on_training","ok","experimenter_no_cap_on","ok"
"exp_2022_10_24_12","nirs_data_saturn_a","ok","experimenter_no_cap_on","ok"
"exp_2022_10_24_12","nirs_data_saturn_b","misson_start_time_not_found","misson_start_time_not_found","misson_start_time_not_found"
"exp_2022_10_24_12","pupil_data_rest_state","ok","experimenter_no_glasses_on","ok"
"exp_2022_10_24_12","pupil_data_finger_tapping","ok","experimenter_no_glasses_on","ok"
"exp_2022_10_24_12","pupil_data_affective_task_individual","ok","experimenter_no_glasses_on","ok"
"exp_2022_10_24_12","pupil_data_affective_task_team","ok","experimenter_no_glasses_on","ok"
"exp_2022_10_24_12","pupil_data_ping_pong_competetive_0","ok","experimenter_no_glasses_on","ok"
"exp_2022_10_24_12","pupil_data_ping_pong_competetive_1","ok","experimenter_no_glasses_on","ok"
"exp_2022_10_24_12","pupil_data_ping_pong_cooperative_0","ok","experimenter_no_glasses_on","ok"
"exp_2022_10_24_12","pupil_data_hands_on_training","ok","experimenter_no_glasses_on","ok"
"exp_2022_10_24_12","pupil_data_saturn_a","ok","experimenter_no_glasses_on","ok"
"exp_2022_10_24_12","pupil_data_saturn_b","misson_start_time_not_found","misson_start_time_not_found","misson_start_time_not_found"

"exp_2022_10_27_10","subject_id","99902","00068","00066"
"exp_2022_10_27_10","mask_status","","mask_on","mask_on"
"exp_2022_10_27_10","eeg_data_rest_state","experimenter_no_cap_on","ok","ok"
"exp_2022_10_27_10","eeg_data_finger_tapping","experimenter_no_cap_on","ok","ok"
"exp_2022_10_27_10","eeg_data_affective_task_individual","experimenter_no_cap_on","ok","ok"
"exp_2022_10_27_10","eeg_data_affective_task_team","experimenter_no_cap_on","ok","ok"
"exp_2022_10_27_10","eeg_data_ping_pong_competetive_0","experimenter_no_cap_on","ok","ok"
"exp_2022_10_27_10","eeg_data_ping_pong_competetive_1","experimenter_no_cap_on","ok","ok"
"exp_2022_10_27_10","eeg_data_ping_pong_cooperative_0","experimenter_no_cap_on","ok","ok"
"exp_2022_10_27_10","eeg_data_hands_on_training","misson_start_time_not_found","misson_start_time_not_found","misson_start_time_not_found"
"exp_2022_10_27_10","eeg_data_saturn_a","experimenter_no_cap_on","ok","ok"
"exp_2022_10_27_10","eeg_data_saturn_b","experimenter_no_cap_on","ok","ok"
"exp_2022_10_27_10","nirs_data_rest_state","experimenter_no_cap_on","ok","ok"
"exp_2022_10_27_10","nirs_data_finger_tapping","experimenter_no_cap_on","ok","ok"
"exp_2022_10_27_10","nirs_data_affective_task_individual","experimenter_no_cap_on","ok","ok"
"exp_2022_10_27_10","nirs_data_affective_task_team","experimenter_no_cap_on","ok","ok"
"exp_2022_10_27_10","nirs_data_ping_pong_competetive_0","experimenter_no_cap_on","ok","ok"
"exp_2022_10_27_10","nirs_data_ping_pong_competetive_1","experimenter_no_cap_on","ok","ok"
"exp_2022_10_27_10","nirs_data_ping_pong_cooperative_0","experimenter_no_cap_on","ok","ok"
"exp_2022_10_27_10","nirs_data_hands_on_training","misson_start_time_not_found","misson_start_time_not_found","misson_start_time_not_found"
"exp_2022_10_27_10","nirs_data_saturn_a","experimenter_no_cap_on","ok","ok"
"exp_2022_10_27_10","nirs_data_saturn_b","experimenter_no_cap_on","ok","ok"
"exp_2022_10_27_10","pupil_data_rest_state","experimenter_no_glasses_on","ok","ok"
"exp_2022_10_27_10","pupil_data_finger_tapping","experimenter_no_glasses_on","ok","ok"
"exp_2022_10_27_10","pupil_data_affective_task_individual","experimenter_no_glasses_on","ok","ok"
"exp_2022_10_27_10","pupil_data_affective_task_team","experimenter_no_glasses_on","ok","ok"
"exp_2022_10_27_10","pupil_data_ping_pong_competetive_0","experimenter_no_glasses_on","ok","ok"
"exp_2022_10_27_10","pupil_data_ping_pong_competetive_1","experimenter_no_glasses_on","ok","ok"
"exp_2022_10_27_10","pupil_data_ping_pong_cooperative_0","experimenter_no_glasses_on","ok","ok"
"exp_2022_10_27_10","pupil_data_hands_on_training","misson_start_time_not_found","misson_start_time_not_found","misson_start_time_not_found"
"exp_2022_10_27_10","pupil_data_saturn_a","experimenter_no_glasses_on","ok","ok"
"exp_2022_10_27_10","pupil_data_saturn_b","experimenter_no_glasses_on","ok","ok"

"exp_2022_10_28_10","subject_id","99902","00057","00060"
"exp_2022_10_28_10","mask_status","mask_on","mask_on","mask_on"
"exp_2022_10_28_10","eeg_data_rest_state","ok","ok","ok"
"exp_2022_10_28_10","eeg_data_finger_tapping","ok","ok","ok"
"exp_2022_10_28_10","eeg_data_affective_task_individual","ok","ok","ok"
"exp_2022_10_28_10","eeg_data_affective_task_team","ok","ok","ok"
"exp_2022_10_28_10","eeg_data_ping_pong_competetive_0","ok","ok","ok"
"exp_2022_10_28_10","eeg_data_ping_pong_competetive_1","ok","ok","ok"
"exp_2022_10_28_10","eeg_data_ping_pong_cooperative_0","ok","ok","ok"
"exp_2022_10_28_10","eeg_data_hands_on_training","ok","ok","ok"
"exp_2022_10_28_10","eeg_data_saturn_a","ok","ok","ok"
"exp_2022_10_28_10","eeg_data_saturn_b","ok","ok","ok"
"exp_2022_10_28_10","nirs_data_rest_state","ok","ok","ok"
"exp_2022_10_28_10","nirs_data_finger_tapping","ok","ok","ok"
"exp_2022_10_28_10","nirs_data_affective_task_individual","ok","ok","ok"
"exp_2022_10_28_10","nirs_data_affective_task_team","ok","ok","ok"
"exp_2022_10_28_10","nirs_data_ping_pong_competetive_0","ok","ok","ok"
"exp_2022_10_28_10","nirs_data_ping_pong_competetive_1","ok","ok","ok"
"exp_2022_10_28_10","nirs_data_ping_pong_cooperative_0","ok","ok","ok"
"exp_2022_10_28_10","nirs_data_hands_on_training","ok","ok","ok"
"exp_2022_10_28_10","nirs_data_saturn_a","ok","ok","ok"
"exp_2022_10_28_10","nirs_data_saturn_b","ok","ok","ok"
"exp_2022_10_28_10","pupil_data_rest_state","ok","ok","ok"
"exp_2022_10_28_10","pupil_data_finger_tapping","ok","ok","ok"
"exp_2022_10_28_10","pupil_data_affective_task_individual","ok","ok","ok"
"exp_2022_10_28_10","pupil_data_affective_task_team","ok","ok","ok"
"exp_2022_10_28_10","pupil_data_ping_pong_competetive_0","ok","ok","ok"
"exp_2022_10_28_10","pupil_data_ping_pong_competetive_1","ok","ok","ok"
"exp_2022_10_28_10","pupil_data_ping_pong_cooperative_0","ok","ok","ok"
"exp_2022_10_28_10","pupil_data_hands_on_training","ok","ok","ok"
"exp_2022_10_28_10","pupil_data_saturn_a","ok","ok","ok"
"exp_2022_10_28_10","pupil_data_saturn_b","ok","ok","ok"

"exp_2022_10_31_10","subject_id","99907","00064","00069"
"exp_2022_10_31_10","mask_status","mask_on","mask_on","mask_on"
"exp_2022_10_31_10","eeg_data_rest_state","experimenter_no_cap_on","ok","ok"
"exp_2022_10_31_10","eeg_data_finger_tapping","experimenter_no_cap_on","ok","ok"
"exp_2022_10_31_10","eeg_data_affective_task_individual","experimenter_no_cap_on","ok","ok"
"exp_2022_10_31_10","eeg_data_affective_task_team","experimenter_no_cap_on","ok","ok"
"exp_2022_10_31_10","eeg_data_ping_pong_competetive_0","experimenter_no_cap_on","ok","ok"
"exp_2022_10_31_10","eeg_data_ping_pong_competetive_1","experimenter_no_cap_on","ok","ok"
"exp_2022_10_31_10","eeg_data_ping_pong_cooperative_0","experimenter_no_cap_on","ok","ok"
"exp_2022_10_31_10","eeg_data_hands_on_training","misson_start_time_not_found","misson_start_time_not_found","misson_start_time_not_found"
"exp_2022_10_31_10","eeg_data_saturn_a","experimenter_no_cap_on","ok","ok"
"exp_2022_10_31_10","eeg_data_saturn_b","experimenter_no_cap_on","ok","ok"
"exp_2022_10_31_10","nirs_data_rest_state","experimenter_no_cap_on","ok","ok"
"exp_2022_10_31_10","nirs_data_finger_tapping","experimenter_no_cap_on","ok","ok"
"exp_2022_10_31_10","nirs_data_affective_task_individual","experimenter_no_cap_on","ok","ok"
"exp_2022_10_31_10","nirs_data_affective_task_team","experimenter_no_cap_on","ok","ok"
"exp_2022_10_31_10","nirs_data_ping_pong_competetive_0","experimenter_no_cap_on","ok","ok"
"exp_2022_10_31_10","nirs_data_ping_pong_competetive_1","experimenter_no_cap_on","ok","ok"
"exp_2022_10_31_10","nirs_data_ping_pong_cooperative_0","experimenter_no_cap_on","ok","ok"
"exp_2022_10_31_10","nirs_data_hands_on_training","misson_start_time_not_found","misson_start_time_not_found","misson_start_time_not_found"
"exp_2022_10_31_10","nirs_data_saturn_a","experimenter_no_cap_on","ok","ok"
"exp_2022_10_31_10","nirs_data_saturn_b","experimenter_no_cap_on","ok","ok"
"exp_2022_10_31_10","pupil_data_rest_state","ok","ok","ok"
"exp_2022_10_31_10","pupil_data_finger_tapping","ok","ok","ok"
"exp_2022_10_31_10","pupil_data_affective_task_individual","ok","ok","ok"
"exp_2022_10_31_10","pupil_data_affective_task_team","ok","ok","ok"
"exp_2022_10_31_10","pupil_data_ping_pong_competetive_0","ok","ok","ok"
"exp_2022_10_31_10","pupil_data_ping_pong_competetive_1","ok","ok","ok"
"exp_2022_10_31_10","pupil_data_ping_pong_cooperative_0","ok","ok","ok"
"exp_2022_10_31_10","pupil_data_hands_on_training","misson_start_time_not_found","misson_start_time_not_found","misson_start_time_not_found"
"exp_2022_10_31_10","pupil_data_saturn_a","ok","ok","ok"
"exp_2022_10_31_10","pupil_data_saturn_b","ok","ok","ok"

"exp_2022_11_01_10","subject_id","00063","00067","99905"
"exp_2022_11_01_10","mask_status","mask_on","mask_on","mask_on"
"exp_2022_11_01_10","eeg_data_rest_state","ok","ok","experimenter_no_cap_on"
"exp_2022_11_01_10","eeg_data_finger_tapping","ok","ok","experimenter_no_cap_on"
"exp_2022_11_01_10","eeg_data_affective_task_individual","ok","ok","experimenter_no_cap_on"
"exp_2022_11_01_10","eeg_data_affective_task_team","ok","ok","experimenter_no_cap_on"
"exp_2022_11_01_10","eeg_data_ping_pong_competetive_0","ok","ok","experimenter_no_cap_on"
"exp_2022_11_01_10","eeg_data_ping_pong_competetive_1","ok","ok","experimenter_no_cap_on"
"exp_2022_11_01_10","eeg_data_ping_pong_cooperative_0","ok","ok","experimenter_no_cap_on"
"exp_2022_11_01_10","eeg_data_hands_on_training","ok","ok","experimenter_no_cap_on"
"exp_2022_11_01_10","eeg_data_saturn_a","ok","ok","experimenter_no_cap_on"
"exp_2022_11_01_10","eeg_data_saturn_b","ok","ok","experimenter_no_cap_on"
"exp_2022_11_01_10","nirs_data_rest_state","ok","ok","experimenter_no_cap_on"
"exp_2022_11_01_10","nirs_data_finger_tapping","ok","ok","experimenter_no_cap_on"
"exp_2022_11_01_10","nirs_data_affective_task_individual","ok","ok","experimenter_no_cap_on"
"exp_2022_11_01_10","nirs_data_affective_task_team","ok","ok","experimenter_no_cap_on"
"exp_2022_11_01_10","nirs_data_ping_pong_competetive_0","ok","ok","experimenter_no_cap_on"
"exp_2022_11_01_10","nirs_data_ping_pong_competetive_1","ok","ok","experimenter_no_cap_on"
"exp_2022_11_01_10","nirs_data_ping_pong_cooperative_0","ok","ok","experimenter_no_cap_on"
"exp_2022_11_01_10","nirs_data_hands_on_training","ok","ok","experimenter_no_cap_on"
"exp_2022_11_01_10","nirs_data_saturn_a","ok","ok","experimenter_no_cap_on"
"exp_2022_11_01_10","nirs_data_saturn_b","ok","ok","experimenter_no_cap_on"
"exp_2022_11_01_10","pupil_data_rest_state","ok","ok","ok"
"exp_2022_11_01_10","pupil_data_finger_tapping","ok","ok","ok"
